symbol,setup_family,baseline_id,episode_id,intent_side,entry_ts,horizon_bars,is_virtual_pair
US500.spot.mg,balance_stability,BALANCE_STABILITY,155,SHORT,2024-03-07 02:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,156,LONG,2024-03-07 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,157,LONG,2024-03-13 04:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,158,SHORT,2024-03-20 04:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,159,LONG,2024-03-21 02:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,160,LONG,2024-03-22 02:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,160,SHORT,2024-03-22 02:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,161,SHORT,2024-04-01 10:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,162,LONG,2024-04-10 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,162,SHORT,2024-04-10 00:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,163,SHORT,2024-04-12 06:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,164,SHORT,2024-04-15 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,165,LONG,2024-04-24 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,166,SHORT,2024-04-24 04:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,167,LONG,2024-04-24 06:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,168,SHORT,2024-04-25 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,169,LONG,2024-05-02 06:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,171,LONG,2024-05-07 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,171,SHORT,2024-05-07 20:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,172,LONG,2024-05-10 00:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,173,LONG,2024-05-12 18:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,173,SHORT,2024-05-12 18:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,175,LONG,2024-05-15 08:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,177,LONG,2024-05-20 22:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,177,SHORT,2024-05-20 22:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,178,SHORT,2024-05-23 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,179,SHORT,2024-05-24 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,180,LONG,2024-05-24 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,181,SHORT,2024-05-29 06:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,182,LONG,2024-06-06 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,184,LONG,2024-06-28 00:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,185,LONG,2024-07-02 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,186,SHORT,2024-07-08 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,187,LONG,2024-07-08 04:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,188,SHORT,2024-07-18 10:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,189,LONG,2024-08-08 12:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,190,LONG,2024-08-09 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,191,SHORT,2024-08-09 06:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,192,LONG,2024-08-11 18:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,192,SHORT,2024-08-11 18:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,193,LONG,2024-08-14 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,195,LONG,2024-08-14 04:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,196,LONG,2024-08-19 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,196,SHORT,2024-08-19 00:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,197,LONG,2024-08-20 00:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,198,SHORT,2024-08-28 10:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,199,LONG,2024-09-02 22:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,199,SHORT,2024-09-02 22:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,200,SHORT,2024-09-03 08:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,201,LONG,2024-09-06 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,201,SHORT,2024-09-06 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,202,SHORT,2024-09-06 10:00:00,16,False
